City_ID,City,Country,Max Temp,Lat,Lng,Hotel Name
45,moron,AR,67.95,-34.6534,-58.6198,"Holiday Inn Express Dryden, an IHG Hotel"
46,dunedin,NZ,54.88,-45.8742,170.5036,Hilton Richmond Hotel & Spa/Short Pump
47,vestmannaeyjar,IS,41.99,63.4427,-20.2734,Metelitsa
48,port alfred,ZA,66.18,-33.5906,26.891,Mercure Salisbury White Hart Hotel
49,wilmington,US,71.94,34.2257,-77.9447,محمدالمبروك الاريقط
50,yashkul,RU,49.37,46.1711,45.3435,Propiedad Lldm
51,namatanai,PG,78.1,-3.6667,152.4333,Maison Vin d'Hus
53,muros,ES,62.83,42.7762,-9.0603,Bluff Homestead - Guesthouse & Campervan Park
54,dryden,CA,53.89,49.7833,-92.7503,Kaitangata Motor Camp
55,wyndham,US,63.75,37.6985,-77.6125,Hotel Olafsvik
56,surgut,RU,30.38,61.25,73.4167,AL YOUSAF ISHTAM & PROPERTY ADVISIOR
58,mizdah,LY,69.93,31.4451,12.9801,Misty Waves Boutique Hotel
59,mapimi,MX,76.44,25.8167,-103.85,Gran Hotel Mar del Plata
60,saint-francois,FR,72.84,46.4154,3.9054,Hotel Porto Santo & Spa
61,saldanha,ZA,69.85,-33.0117,17.9442,Severnoye Zoloto
62,bluff,NZ,48.4,-46.6,168.3333,Tourist House - Sablino
63,kaitangata,NZ,52.66,-46.2817,169.8464,Hotel do Campo
65,kundian,PK,75.27,32.4587,71.4775,Girja Sankar And Arvind gupta
66,vostok,RU,25.2,46.4856,135.8833,Premier Inn Margate hotel
67,hermanus,ZA,67.8,-34.4187,19.2345,Mercure Hotel Mildura
68,mar del plata,AR,62.94,-38.0023,-57.5575,"Meditativnyy Tsentr ""Sansara"""
71,pevek,RU,16.05,69.7008,170.3133,King Eider Inn
73,nikolskoye,RU,42.69,59.7035,30.7861,Pousada Porto Praia
74,ponta do sol,PT,74.01,32.6667,-17.1,Uruna Bay Retreat
75,togul,RU,34.47,53.465,85.9128,Vandrehuset
76,kunda,IN,71.65,25.7167,81.5167,Grand Hotel President
