City_ID,City,Lat,Lon,Max_Temp,Humidity,Wind,Clouds,Date
657,voh,-20.9667,164.7,71.33,82,5.41,100,2022-10-21 12:47:42
658,bubaque,11.2833,-15.8333,82.58,71,8.55,57,2022-10-21 12:47:42
659,dzhankoy,45.7167,34.4,47.57,58,4.61,38,2022-10-21 12:42:53
660,coihaique,-45.5752,-72.0662,51.75,35,5.75,0,2022-10-21 12:43:03
661,boa vista,2.8197,-60.6733,91.38,49,8.05,40,2022-10-21 12:47:42
662,elban,50.1018,136.5094,37.74,63,7.49,100,2022-10-21 12:47:43
663,buraydah,26.326,43.975,84.65,12,4.92,0,2022-10-21 12:44:37
664,popondetta,-8.7537,148.2534,75.29,92,2.1,100,2022-10-21 12:47:43
665,belaya gora,68.5333,146.4167,-0.06,93,4.05,61,2022-10-21 12:47:44
666,manokwari,-0.8667,134.0833,77.83,84,5.32,96,2022-10-21 12:47:44
667,maragogi,-9.0122,-35.2225,80.87,66,9.57,18,2022-10-21 12:47:44
668,brasilia de minas,-16.2064,-44.4333,88.92,31,5.7,77,2022-10-21 12:47:45
669,pasian,7.9281,126.0672,74.16,96,1.03,99,2022-10-21 12:47:46
670,nuuk,64.1835,-51.7216,43.41,81,40.29,100,2022-10-21 12:47:47
671,srednekolymsk,67.45,153.6833,13.71,95,12.12,100,2022-10-21 12:47:47
672,waingapu,-9.6567,120.2641,81.27,81,0.34,49,2022-10-21 12:47:47
673,verkhnevilyuysk,63.4453,120.3167,20.35,97,4.45,88,2022-10-21 12:47:48
674,hukuntsi,-24.0,21.75,83.14,18,11.05,7,2022-10-21 12:47:48
675,san pedro de uraba,8.2752,-76.3764,84.27,71,3.29,88,2022-10-21 12:47:48
676,escanaba,45.7453,-87.0646,60.26,70,17.0,0,2022-10-21 12:47:49
677,gallup,35.5281,-108.7426,56.01,53,1.99,0,2022-10-21 12:47:49
678,ust-kulom,61.6864,53.6902,29.88,87,10.4,87,2022-10-21 12:47:49
679,rudnaya pristan,44.3614,135.8116,50.09,77,6.67,10,2022-10-21 12:47:50
680,kurumkan,54.3,110.3,26.8,80,3.53,87,2022-10-21 12:47:50
681,kohlu,29.8962,69.252,67.46,33,4.94,0,2022-10-21 12:46:01
682,mulege,26.8833,-111.9833,83.32,50,2.35,40,2022-10-21 12:47:50
683,baracoa,20.3467,-74.4958,84.49,70,3.69,39,2022-10-21 12:47:51
684,juneau,58.3019,-134.4197,44.6,97,9.22,100,2022-10-21 12:47:42
685,sabang,5.8933,95.3214,80.56,77,20.36,100,2022-10-21 12:47:51
686,maun,-19.9833,23.4167,88.34,17,7.76,57,2022-10-21 12:47:52
687,conakry,9.538,-13.6773,86.07,62,9.22,20,2022-10-21 12:47:52
688,zlitan,32.4674,14.5687,73.85,60,10.27,7,2022-10-21 12:47:52
689,northam,51.0333,-4.2167,59.61,96,16.87,90,2022-10-21 12:47:53
690,jieshi,22.8134,115.8257,72.25,80,8.97,94,2022-10-21 12:47:53
691,neiafu,-18.65,-173.9833,72.28,100,4.61,100,2022-10-21 12:47:53
692,priargunsk,50.3691,119.1012,30.92,85,3.27,47,2022-10-21 12:47:54
693,nelson bay,-32.7167,152.15,68.09,92,11.99,100,2022-10-21 12:46:06
694,zhigansk,66.7697,123.3711,15.37,97,4.5,93,2022-10-21 12:47:54
695,phuket,8.0,98.25,86.13,86,2.3,40,2022-10-21 12:47:55
696,linxi,39.7,118.4333,57.36,49,6.58,4,2022-10-21 12:47:55
697,lodja,-3.4833,23.4333,70.27,98,3.76,91,2022-10-21 12:45:57
698,tosno,59.54,30.8775,42.62,94,2.95,100,2022-10-21 12:47:55
699,roma,43.2128,-75.4557,59.83,31,10.0,0,2022-10-21 12:47:56
700,ballymena,54.8636,-6.2763,58.44,94,12.35,93,2022-10-21 12:47:56
701,novorudnyy,51.5026,58.1873,49.46,72,4.36,100,2022-10-21 12:47:56
702,contai,21.7786,87.7536,73.78,68,8.19,0,2022-10-21 12:47:57
703,necochea,-38.5473,-58.7368,56.01,61,20.13,88,2022-10-21 12:47:57
704,puro,12.4841,123.3827,79.77,87,6.44,51,2022-10-21 12:47:57
705,antalaha,-14.9003,50.2788,69.46,78,9.89,19,2022-10-21 12:47:58
706,leh,34.1667,77.5833,30.65,49,3.74,51,2022-10-21 12:46:14
707,sampit,-2.5333,112.95,76.01,97,1.01,100,2022-10-21 12:47:58
708,slavonice,48.9975,15.3515,48.7,82,4.12,100,2022-10-21 12:47:59
709,potosi,-19.5836,-65.7531,58.06,21,17.27,0,2022-10-21 12:47:59
710,sandovo,58.4602,36.4128,39.29,76,2.91,97,2022-10-21 12:47:59
